roost_site,latitude_s,longitude_e,researchers_present,collection_date,net_night,bat_species,sampleid,ORIGINAL,bartonella_E1,bartonella_E2,bartonella_E3,bartonella_E4,bartonella_E5,bartonella_Ew,bartonella_new1,bartonella_Ra1,gltA_ying,nuoG_chris,old_bart,chris_bart,sample_type,source,bartonella_precense_absence,PCR_markers_tested_bartonella,confirmed_by_sequencing,age_by_tooth,cc,tooth_type,,tag_color,tag_side,unique_tag_id,full_tag_description,recap,previous_id1,previous_id2,previous_id3,previous_id4,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,check_hair_clip,check_wing_biop,bat_flies,meglastreblidae,fleas,mites,ticks,check_urine,feces_utm,throat_utm,feces_microbiome,serum_vol_ul,plasma_vol_ul,rna_protect_vol_ul,check_slides_thick,check_slides_thin,check_blood_filter,performed_tooth_extraction,toothwear,temperature_notes,additional_notes,performed_anesthesia,drugs_lidocaine,drugs_metacam_ml,drugs_la_200_ml,duration_extraction_min,anesthesia_notes,necropsy,liver_rna_later,spleen_rna_later,kidney_rna_later,brain_rna_later,liver_plain,spleen_plain,kidney_plain,brain_plain,liver_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth,tooth_type,blood_bka_quantity_ul,duplicate_id,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL106,KEL106,0,0,0,0,0,3,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,259,259 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,300,21,133,65.1,29.35,small,NA,yes,NA,3,NA,1,1,NA,2,2,2,NA,600,NA,NA,2,2,yes,no,mild,99.2 (14:37); 100.3 (14:47); 101.2 (14:56),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL111,KEL111,0,0,0,0,0,1,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,701,701 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,350,20.8,127.6,60.3,25,small,NA,yes,NA,2,NA,1,5,NA,0,2,2,NA,800,NA,NA,2,2,yes,no,moderate,101.3 (15:59); 104.2 (16:16); WATER,Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL118,KEL118,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,714,714 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,300,21,133,61.77,29.49,5.75,6.37,yes,NA,4,NA,1,3,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,98.8 (17:23); 98.5 (17:34),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL101,KEL101,0,0,2,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,718,718 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,360,22.8,130,65.6,32.2,3.3,7.8,yes,NA,15,NA,11,0,NA,2,2,2,NA,600,NA,NA,2,2,yes,no,moderate,97.1 (10:03); 101.8 (12:34),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL115,KEL115,0,1,1,0,1,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,R,725,725 Blue R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,240,20.8,126.4,60.8,24.5,small,NA,yes,NA,3,NA,0,1,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,99.5 (17:12); 103.1 (17:31); WATER,Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL104,KEL104,0,0,0,0,0,1,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,730,730 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,300,19.5,130,63.46,28.86,small,NA,yes,NA,1,NA,5,3,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,97.9 (14:09); 99.6 (14:18); 100.1 (14:24),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL110,KEL110,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,733,733 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,250,19,124,55.89,35.89,small,NA,yes,NA,3,NA,0,3,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,99.3 (15:36); 100.2 (15:40); 100.4 (15:43),Took 1 flea frozen for KD. Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL109,KEL109,0,1,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,R,739,739 Blue R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,270,19.9,128.5,56.2,28,small,NA,yes,NA,5,NA,0,6,NA,0,2,2,NA,1100,NA,NA,2,2,yes,no,mild,98 (15:19); 100.6 (15:44),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL99,KEL99,0,0,0,1,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,747,747 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,360,21.8,126.5,61.4,25.6,5.8,9.3,yes,NA,4,NA,0,4,NA,0,2,2,NA,500,NA,NA,2,2,yes,no,mild,97.6 (10:54); 99.2 (11:08),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL107,KEL107,0,1,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,755,755 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,280,19.8,120.7,55.5,38.4,small,NA,yes,NA,3,NA,1,3,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,mild,102.5 (14:47); 102.4 (15:01),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL105,KEL105,0,0,0,0,1,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,756,756 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,320,21.4,126.7,59.8,32.3,5.4,7.4,yes,NA,10,NA,2,3,NA,0,2,2,NA,800,NA,NA,2,2,yes,no,mild,99.1 (14:10); 101.7 (14:29),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL102,KEL102,0,0,0,0,0,2,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,758,758 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,320,20,138,65.62,24.65,6.71,7.3,yes,NA,10,NA,2,3,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,99.2 (13:26); 101.1 (13:40); 100.1 (13:46),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL113,KEL113,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,770,770 Blue L,yes,KEL364,NA,NA,NA,female,NL,NA,NA,NA,NA,300,21.1,135.6,69.8,30.1,5.2,11.3,yes,NA,9,NA,2,2,NA,0,2,2,NA,200,NA,NA,2,2,yes,no,moderate,100.3 (16:57),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL98,KEL98,0,0,0,1,2,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,R,772,772 Blue R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,300,20.2,134,65.7,30.3,small,NA,yes,NA,9,NA,2,8,NA,2,2,2,NA,500,NA,NA,2,2,yes,no,moderate,96.9 (11:27); 100.1 (11:48),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL100,KEL100,0,0,1,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,774,774 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,340,19.8,125,56.37,24.82,6.36,8.92,yes,NA,6,NA,2,6,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,moderate,98.7 (12:13); 99.7 (12:18),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL117,KEL117,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,775,775 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,280,20,130,61.87,29.09,6.83,8.77,yes,NA,6,NA,2,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,100 (17:48),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL103,KEL103,0,0,0,0,2,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,779,779 Blue L,yes,KEL360,NA,NA,NA,female,NL,NA,NA,NA,NA,300,20.9,132.8,65.1,29.6,5.8,12.2,yes,NA,8,NA,2,8,NA,2,2,2,NA,500,NA,NA,2,2,yes,no,moderate,98.1 (13:25); 101.5 (13:44),Bit Bido on the finger. Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL108,KEL108,0,0,0,0,0,1,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,781,781 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,310,20.4,134,64.41,27.81,5.96,6.84,yes,NA,1,NA,1,6,NA,2,2,2,NA,500,NA,NA,2,2,yes,no,moderate,97.7 (15:04); 98.7 (15:17); 99.7 (15:20),"Took 2 BF (1M, 1 F) and 1 mite frozen for KD. Fed sugar water x2 and released at dusk post-processing",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL112,KEL112,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,783,783 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,310,21.5,134,59.89,32.09,6.53,8.39,yes,NA,7,NA,0,2,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,moderate,97.8 (15:58); 99.3 (16:10),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL116,KEL116,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,789,789 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,280,20.5,130,62.43,32.66,5.99,7.42,yes,NA,4,NA,1,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,99.1 (16:47); 99.7 (16:56),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL114,KEL114,0,0,1,0,0,0,0,0,0,1,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,blue,L,791,791 Blue L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,320,20,130,62.53,27.46,small,NA,yes,NA,9,NA,1,4,NA,0,2,2,NA,500,NA,NA,2,2,yes,no,mild,98.7 (16:22); 101 (16:35),Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, AR, Bido",28-04-15,1,Eidolon dupreanum,KEL119,KEL119,0,0,2,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,12,A,lower left canine,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,270,21.3,130.8,55.9,34.1,6.7,8.7,yes,NA,12,NA,1,2,NA,0,2,2,NA,1100,NA,NA,2,2,yes,yes,heavy,NA,Broken wing from capture. Euthanized under anaesthesia via intervenous KCL + water. Took 3 canine teeth and 9 tissues,NA,no,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido",10-05-15,1,Pteropus rufus,AMB78,AMB78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,3,A,lower left premolar,,red,R,482,482 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,810,29.4,171,81,28.5,15.2,17.2,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,yes,moderate,99.6 (7:28); 98.1 (7:38); 97.5 (7:46); 97.2 (7:52),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,13,13 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido",11-05-15,2,Pteropus rufus,AMB79,AMB79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,B,lower left premolar,,red,R,441,441 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,910,32,176,83.3,32.8,18.1,24.1,yes,NA,0,NA,0,0,NA,2,2,2,NA,600,NA,NA,2,2,yes,yes,heavy,100.4 (8:03); 97.6 (8:15); 97.4 (8:20); 97.4 (8:28),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,12,12 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido",11-05-15,2,Pteropus rufus,AMB80,AMB80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,2,B,lower left premolar,,red,R,483,483 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,860,28.4,176,87.4,26.2,18.2,18.9,yes,NA,0,NA,0,0,NA,2,2,2,NA,600,NA,NA,2,2,yes,yes,moderate,98.6 (8:39); 97.7 (8:46); 97.5 (8:51),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,4,4 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido",12-05-15,3,Pteropus rufus,AMB81,AMB81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,A,lower left premolar,,red,R,484,484 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,650,27.1,170,78.9,25.7,10.2,11.1,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,yes,mild,99.9 (8:21); 97.7 (8:32); 97.3 (8:35),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,2,2 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido",12-05-15,3,Pteropus rufus,AMB82,AMB82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,A,lower left premolar,,red,R,486,486 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,660,28.8,158,78,27.1,18.5,19.6,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,yes,mild,99.8 (8:41); 97.6 (8:50); 97.2 (8:57); 97.1 (9:03),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,12,12 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Marovitsika,-18.8403,48.0554,"CB, CR, AR, Bido",15-05-15,1,Pteropus rufus,MARO77,MARO77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,0,A,lower left premolar,,red,L,485,485 Red L,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,400,24.1,142.1,68.8,35.7,1.6,6.8,yes,NA,0,NA,0,0,NA,0,2,2,NA,1000,NA,NA,2,2,yes,yes,mild,100.9 (8:23); 97.6 (8:33); 97.4 (8:36),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.4,1,1 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Marovitsika,-18.8403,48.0554,"CB, CR, AR, Bido",16-05-15,2,Pteropus rufus,MARO78,MARO78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,0,A,lower left premolar,,red,R,487,487 Red R,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,450,28.5,147,65.7,28.6,6.3,8.7,yes,NA,0,NA,0,0,NA,0,2,2,NA,800,NA,NA,2,2,yes,yes,mild,99.3 (7:47); 98.3 (7:55); 97.3 (7:59),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,2,2 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Marovitsika,-18.8403,48.0554,"CB, CR, AR, Bido",17-05-15,3,Pteropus rufus,MARO79,MARO79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,0,A,lower left premolar,,red,R,488,488 Red R,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,510,25.4,153.6,73.7,30.8,4.6,6.5,yes,NA,0,NA,0,0,NA,2,2,2,NA,600,NA,NA,2,2,yes,yes,mild,97.7 (7:59); 97.6 (8:12); 98 (8:15),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,1,1 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Marovitsika,-18.8403,48.0554,"CB, CR, AR, Bido",17-05-15,3,Pteropus rufus,MARO80,MARO80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,0,A,lower left premolar,,red,R,489,489 Red R,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,520,25.8,151,75.2,26.8,3,4.2,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,yes,mild,100.1 (8:21); 97.7 (8:30); 97.6 (8:33),"Tooth perfect. Fed sugar water after processing, then again before release at dusk.",NA,yes,0.03,0.5,2,2 min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Marovitsika,-18.8403,48.0554,"CR, AR, Bido",18-05-15,4,Pteropus rufus,MARO81,MARO81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,490,490 Red L,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,440,24.5,150,71,31,small,NA,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,98.9 (8:06); 99.5 (8:10),Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Marovitsika,-18.8403,48.0554,"CR, AR, Bido",19-05-15,5,Pteropus rufus,MARO82,MARO82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,R,491,491 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,455,22.5,145,64.87,28,small,NA,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,2,2,yes,no,mild,98.9 (8:12); 99.5 (8:15),Fed sugar water and released after processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR",21-06-15,1,Rousettus madagascariensis,MIZ96,MIZ96,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,87,12.2,72.3,33.8,15.5,3.4,4.8,yes,NA,5,NA,0,1,NA,0,2,2,NA,200,NA,NA,2,2,yes,no,NA,NA,Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR",21-06-15,1,Rousettus madagascariensis,MIZ97,MIZ97,0,0,0,0,0,0,0,0,1,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,45,10.6,67.34,31.17,15.12,small,NA,yes,NA,4,NA,0,0,NA,0,2,2,NA,100,NA,NA,2,2,yes,no,NA,NA,Fed sugar water x2 and released at dusk post-processing,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, AR",22-06-15,1,Eidolon dupreanum,ANGB90,ANGB90,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,3,B,lower left premolar,,blue,NA,710,710 Blue,yes,KEL235,NA,NA,NA,female,NL,NA,NA,NA,NA,330,19.8,139,61.4,32.3,11.1,8.6,yes,NA,3,NA,0,7,NA,0,2,2,NA,500,NA,NA,2,2,yes,yes,mild,100.4 (19:06); 98.4 (19:14); 97.3 (19:21),Possibly pregnant. Tooth broken but probably still usable. Fed sugar water and released at dusk,NA,yes,0.025,0.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
